"Title","URL","Author"
"費玉清昨晚中風！已經緊急送到養和醫院！張菲大喊哥哥，江蕙在醫院門口痛哭，現場大亂！","https://www.youtube.com/watch?v=8twZrK1mnh4",""
"王杰不行了，一個人在美國被中風，腦部主要學管會破裂，王杰現狀太可憐，半身不遂也不能離開呼吸機，家人火速買機票到","https://www.youtube.com/watch?v=uFCWdmSRtrw",""
"劉德華人在醫院病情危急，心臟主要血管破裂，商字也不行了，不能說話，朱麗倩崩哭說出情況令人心疼！","https://www.youtube.com/watch?v=VkH8F_Zot_E",""
"梁朝偉和小三人工授精成功，怀孕3个月，劉嘉玲决定离婚，梁朝偉劉嘉玲因为财产大吵，劉嘉玲被梁朝偉暴打昏迷了，警察已经进入调查！","https://www.youtube.com/watch?v=9XGg0JotXxc",""
"張柏芝直言還想再婚，想生第四胎，小兒子生父疑被謝賢暴露，掛不得謝霆鋒兩年了沒有跟爸爸見面！","https://www.youtube.com/watch?v=5PJt6vPM0F8",""
"汪小菲破產後，大S官宣在做離婚手續了！直播坦言汪小菲接其他人的錢跟大S沒有設麼關係！","https://www.youtube.com/watch?v=BueqbCrCZjg",""
"江蕙費玉清在美國結婚了！周杰倫在婚禮送給費玉清大紅包，江蕙費玉清兒子首次出現給爸媽結婚戒指！","https://www.youtube.com/watch?v=xyswHlO4wWo",""
"劉真女兒痛哭：我恨我爸爸！媽媽去世了，她找女朋友就拋棄我了！劉真父母在旁邊聽到外孫女這樣說就淚流滿面埋怨辛龍！","https://www.youtube.com/watch?v=cJuyqcXTje4",""
"林心如懷上二胎被霍建華家暴流產，已經緊急入院，失血過多被昏迷了，霍建華已經被抓了！","https://www.youtube.com/watch?v=ELWfdr5MzPQ",""
"趙麗穎在懷上二胎但是還抽煙喝酒因為恨馮紹峰，趙麗穎流淚怎麼勸她也不聽，趙麗穎心情崩潰，完全跌倒令人心疼！","https://www.youtube.com/watch?v=SUgGIysqcV0",""
"梁朝偉劉嘉玲離婚後，劉嘉玲回家搬東西，兩人吵起來，梁朝偉大怒暴打劉嘉玲，劉嘉玲傷口嚴重，已經緊急入院了，急著已經包圍醫院了！","https://www.youtube.com/watch?v=Bi5Riwx9Mqc",""
